epoch_mjd,e,a,i,om,w,ma,n,first_obs,H,per_y
57000,.2830527066343195,39.44061691825328,10.80659325494081,26.07100725544758,194.7838971860272,7.307407359495912,.003979133635420796,1989-04-07,6.2,247.698713758661
57000,.2512345740388094,47.36932418651109,38.07519431050923,328.7560699153736,132.3646816304285,355.3409128363007,.003023140217218736,1989-08-29,4.0,326.027313504606
57000,.1425989872681681,42.06025693951431,27.38783074450079,14.9726333410244,59.76216060549663,42.98718998726891,.003613234861743594,1989-10-09,4.9,272.782235609211
57000,.3160046275765008,30.86083119222037,19.23406756625976,234.3481085344371,225.9047326674356,40.83356372631535,.005749004458095782,1989-11-04,6.9,171.442949914501
57000,.2547798730649569,49.67867739468637,11.75754945824848,341.6816932315513,174.7448658088293,27.53627210827159,.002814809683239596,1989-12-08,4.9,350.157344290925
57000,.2449746747228008,37.60652920335546,14.3597001318017,46.84524040858146,247.8614696284142,138.1331437996891,.004273750790221884,1989-12-17,5.5,230.623246826328
57000,.5408140775155063,38.17613573402244,2.425096126660587,351.9082976868752,159.135523429766,13.04285930310838,.004178458803735734,1989-12-28,7.5,235.882733242784
57000,.422648528895271,55.93612802373172,7.605433613238543,322.8950605773377,159.9861363228185,24.56725037062436,.002355946765429024,1990-01-29,5.1,418.356771821231
57000,.1048762948247594,43.04407531576882,27.20051677985851,182.9531098666431,67.17907246066198,70.47430588803448,.003490068893502614,1990-07-21,3.6,282.408833018304
57000,.1487675537687917,43.29605253611084,25.73629804783528,307.9086910157828,221.0732786131231,223.4255740989435,.003459645666447768,1990-09-15,3.4,284.892263079519
57000,.8549069895921635,524.434127467771,11.92863849477524,144.5452006003131,311.2877949215967,358.1631284022692,8.206682948862652E-5,1990-09-25,1.5,12010.0446125332
57000,.2905327789989581,39.48611738841421,16.33267879426833,199.850398644271,207.6285391857398,18.79759360708306,.003972257790346534,1990-10-12,5.7,248.127471928646
57000,.1265057272438689,39.5069339371669,13.27663561434813,19.12068991979798,162.4841000121241,281.4996796274499,.003969118677927317,1990-10-16,5.0,248.323711973826
57000,.07821451575821715,39.54927107685546,14.76956929868425,302.8231138461861,114.58904933108,13.60619218084189,.0039627470250115,1991-09-17,4.2,248.722988660801
57000,.1446000468299742,42.72097588056492,19.45094814743943,204.6461759060502,277.3760531116479,294.05899478554,.003529736832039293,1991-10-12,3.8,279.235062064985
57000,.1079543429262347,45.93728424834111,12.03750893620196,49.98928130391511,57.52567525546031,336.8923382168466,.003165600448919073,1991-10-17,4.8,311.355238689112
57000,.182639276337719,39.00645278868416,15.72521215087493,238.6908893894316,282.0730566752331,58.93252864713889,.004045753208813886,1992-05-24,5.2,243.619971979585
57000,.07071542104526719,38.83385189093597,13.36216935005483,84.67052116577933,83.12736280703874,164.9448933095143,.004072755783035415,1992-06-04,4.4,242.004759399782
57000,.06782130656978634,43.89799615603241,2.190706810460594,359.4942555763004,4.297177734563659,24.14048104940069,.00338873048585333,1992-08-30,7.1,290.854137702061
57000,.05013629702117744,43.84256118753685,7.740514204209854,187.8663845735792,39.96332206470067,350.0655868621876,.003395159633625255,1993-03-28,7.0,290.303370011245
49246,.1135521909824673,39.32915816691289,2.570458109528419,192.0902844277362,180.6314049522895,.009472327107602124,.003996060898738638,1993-09-15,9.0,246.649465146708
57000,.1836018077354668,39.49656382142236,5.165762260971479,354.7385311811182,316.9977696455234,63.87707313232937,.003970681962845927,1993-09-23,7.0,248.225945212979
57000,.04098542473869226,42.91417485723209,1.654768125249714,19.45717505945855,15.58228590700108,188.5196954790088,.003505927445749823,1994-05-05,7.1,281.13139778817
57000,.06420296367682798,43.92595285884958,.563504454932883,176.8321523050197,307.6468414404635,69.08654743185745,.003385495860897599,1994-05-05,7.4,291.132030244526
57000,.1151608002082823,46.05412212475544,1.065424663421986,154.7571377803387,97.51225802180797,302.8561715035701,.003153561547657756,1994-05-05,7.5,312.543855089688
57000,.04869977516132474,44.11085672199867,3.739950663494063,25.59735855997977,248.6546965788863,325.3634559791819,.003364231204869251,1994-05-11,6.9,292.972219608748
57000,.1160294766963252,39.26473840008283,3.807961388775669,144.6794883378788,101.0125212290314,28.45219474421966,.004005899148500584,1994-05-12,7.7,246.043708748004
57000,.1970068774493703,39.24681621192376,3.717780468401911,170.372939058769,188.9859926201195,24.89471119915283,.004008643422338133,1994-08-10,8.4,245.875269891845
57000,.3223468993327617,39.44504130270598,1.939986112400672,354.9378698977087,79.30043423152256,348.2960258759337,.003978464170157533,1994-08-15,7.9,247.740394587625
49629,5.437353205666514E-5,42.2566142015222,6.763688842024553,15.51000743019149,339.1946560577708,13.85915086103943,.003588079271085202,1994-10-03,7.0,274.694678935969
49629,5.181381562156662E-5,40.94243406270702,16.07230464984186,12.12112609034182,342.2259927975346,14.4244682610772,.003762214790862163,1994-10-03,7.0,261.980332904301
49644,2.291924596819439E-5,42.44889368631713,2.247361856032322,353.2756955727447,354.4009192385366,4.362990876677021,.003563727676300098,1994-10-08,7.0,276.571717284202
57000,.3181005699211811,39.53329604554448,12.13904916738683,317.5008163156198,99.22172984530052,353.8761399947738,.003965149230580343,1994-10-13,7.3,248.572304862105
49810,4.761793212031115E-5,42.42506420677353,.6755744722081867,28.35899111053373,323.4430572222099,246.2218411638321,.00356673063107579,1995-03-29,7.5,276.338861920244
57000,.1401858683108531,46.73781545240431,4.097790789928355,128.5831106524469,3.440337042888879,19.84293662885612,.003084618506079561,1995-03-30,7.6,319.529394453466
57000,.07810166214070618,36.61645842668343,6.545271565191125,127.4231980943829,337.5401993306742,51.71303648807247,.00444825390693666,1995-03-30,7.7,221.575994533621
57000,.06022432876308238,44.33465032395341,2.34002468502268,154.1346905935522,115.44834814078,273.8263289013643,.0033387902971127,1995-03-30,7.2,295.204608753027
49811,.09082522074174393,42.90307030239703,22.93139826865947,338.9289320276289,180.2905189394693,.003724916615560583,.003507288686880788,1995-04-03,7.0,281.022285691608
49811,.1191906805228422,39.45185981626433,3.540268859720782,20.96827431649887,100.1739476585185,63.938014820627,.003977432810424272,1995-04-03,7.5,247.804634382352
57000,.2144985938311927,42.08916323673944,14.04707950828002,56.32708880398656,237.1741723709865,348.8662908626303,.003609513215913844,1995-04-06,7.8,273.063492058172
49814,6.606774495059909E-5,41.34574063391436,.9372398654553234,34.50131964827138,318.3893429133691,245.1421264538994,.003707301526457411,1995-04-06,7.5,265.860836064606
57000,.2528058437799026,39.58342689712918,4.810717282068175,186.6223095511602,59.69382870135419,351.0892118233712,.003957619057944324,1995-04-26,7.7,249.045264068319
49868,.1898073699234969,39.47305226934023,9.251406444853203,228.0941049904299,328.3547312704869,21.77333046269819,.003974230109899201,1995-05-30,8.5,248.004331936521
49873,3.804508267753844E-5,43.46927079604143,2.737827582652838,47.78900028293581,143.111593113793,37.50064828820347,.003438987058960556,1995-05-30,6.5,286.603661621648
57000,.1442975002491755,39.45691993768359,19.57890366583356,188.0608425297046,143.3791153181184,57.0114944482805,.003976667710878785,1995-08-29,7.7,247.852311288475
57000,.2625173335185137,39.63040500521749,4.841966358324914,342.1509334172258,25.44940817949738,12.13070297213361,.003950584067504291,1995-08-31,8.0,249.488750657117
57000,.2357358311474779,52.53899374494244,.2429353132584414,260.9991470226339,84.34695038678642,40.9872834956705,.002588102354572884,1995-10-15,5.4,380.829715496401
57000,.1292236597685014,46.71849106021779,1.646103025784938,78.74151775300314,107.4176331155083,288.3506050398547,.003086532562163262,1995-12-23,7.2,319.33124420912
57000,.03471135722678687,43.00355044504641,1.48796103548911,72.38783362890025,107.430632984675,271.1081478629487,.003495003413023843,1995-12-24,7.0,282.010106111685
50099,.1086246466461644,34.43394519143845,.6026177031859233,89.04746754481707,291.7904512494865,34.63105446351121,.004877798975015221,1995-12-24,8.5,202.063735798887
50103,.6210700523114379,35.79289860608271,10.62072360592717,183.684201554934,265.5184872128166,9.704175139204869,.004602658665220215,1996-01-14,9.3,214.142815068038
57000,.174975903938701,39.6785244115344,13.55368280996083,251.9827472140627,13.82558109878585,227.6805751651101,.003943399748678416,1996-03-19,3.8,249.943284014733
57000,.2773153887599059,39.48221054746175,15.46564743886542,169.2465079916151,67.50470258156386,359.9795555215398,.003972847398796608,1996-04-09,4.9,248.09064744498
50223,.09628148990993177,39.51635493916923,30.88053450226123,248.6260119404714,6.053206191685426,.008749648583038221,.003967699360041764,1996-05-16,8.0,248.412541860828
57000,.1088723936415953,45.07069619421208,8.094178128274127,92.62299802386175,194.2282452431402,355.0083511091552,.003257336862195185,1996-05-21,7.3,302.586537734793
50226,.09702247588005888,39.54060173068502,1.468503045681284,197.4687955932128,17.88229405989776,359.9964369230315,.003964050355281153,1996-05-22,8.5,248.641211647184
57000,.1088442530943154,43.66585993155552,2.14892627488069,44.21758248914831,297.9404708365313,266.1426965868321,.003415789096510377,1996-05-22,6.8,288.550099411725
57000,.9903175544944399,263.8478778998567,29.68635174276718,144.6520333237552,181.7632268226069,1.5422633312321,.0002299713134207027,1996-08-09,14.0,4285.86621829863
57000,.1002836896544521,43.89419613124779,31.71004321557222,11.58949693712928,.2066302394737246,22.07169790902446,.003389170551044267,1996-09-06,6.9,290.816371888947
57000,.1765410099148581,39.43882907837074,5.318183340481802,163.5833609291032,47.63666030170462,141.3817548793934,.003979404211447031,1996-09-15,6.8,247.681871706406
57000,.2594631122471895,39.66989016934387,4.742378510685853,16.016016000555,30.62844913669571,5.149593875090378,.003944687253670582,1996-09-16,7.9,249.861705120075
57000,.1227899787974404,39.49236885539447,14.677931735481,10.79987371208255,20.95076287401675,22.05553192036329,.003971314641465207,1996-10-08,7.1,248.186399807373
57000,.3964298555567283,47.71470906669207,12.44560948747892,343.1597063713031,309.1542617560048,52.41758613026091,.002990375002952054,1996-10-08,7.5,329.599559384546
57000,.5825953118391336,84.00149731646107,23.9853546855633,217.7868841785089,184.9237812334885,6.238284227233088,.00128018735404879,1996-10-09,5.4,769.907842200098
57000,.01243497910806081,42.60518095953513,3.316674245297784,44.59676570041524,198.0206454373328,144.2956019477125,.003544136601419022,1996-10-09,6.4,278.100534548506
57000,.332239391774321,39.54316366325752,5.686394676872362,316.877766710119,75.75404161911827,20.87479302886908,.003963665125662795,1996-10-11,7.0,248.665377149575
57000,.1294747758622032,44.02132974192743,7.335336297154347,285.9833095285065,141.3368832279677,357.8442057424467,.003374499268449692,1996-10-12,6.6,292.080751826736
57000,.2071050384162408,47.17379226031186,20.77538396979558,341.3598703819981,344.9556447969183,41.87588177673221,.003041955724201109,1996-10-12,6.0,324.010726233172
57000,.0266296817582008,44.00125264469531,1.015168915569763,74.71414426553029,199.9970920109189,242.7455877590698,.00337680913033774,1997-02-02,6.8,291.880957828664
57000,.2144114843938461,47.35443248895153,19.1134656395326,127.1163687330934,302.4834524338668,64.71368500941848,.003024566373967343,1997-02-03,7.1,325.873583681586
57000,.01652497305882465,44.14769747677977,2.237893974702972,304.3235791676071,216.90217743,336.0843334909164,.003360020964125309,1997-02-03,5.2,293.339325525351
57000,.1237153514454892,45.49406636566994,2.89471908395487,132.4946021069066,338.3755392564797,55.89282001692608,.003211973390124265,1997-02-04,6.7,306.860040123005
57000,.03521933816553876,43.71643946335528,1.451529386262538,350.3613501499125,259.5849426502883,247.5005262908152,.00340986275509323,1997-02-06,6.5,289.05159948017
57000,.05240338432810362,42.45348038042489,8.014995956741085,121.1493497806134,32.74007982888092,8.166648763045288,.003563150151663247,1997-02-06,7.3,276.616544746921
50500,.07884420000000041,39.37530429999995,18.98138,110.68694,188.5188799999999,179.6545300000003,.003989038144650005,1997-02-08,6.5,247.083694772248
50545,.0909867444239094,43.88713233177998,8.323769006151927,177.1031252771669,.3241647393648734,.02102013423165984,.003389988833641996,1997-04-03,8.0,290.746174024609
57000,.08373154277913911,42.65213216898365,13.21181341921763,355.775798881104,74.71375523494783,316.4661051158045,.003538286165945534,1997-08-27,7.1,278.560364295512
57000,.2273277637370039,39.37529357718563,16.58726097762769,346.9109861839812,82.41110749826689,335.8095901093567,.003989039774112838,1997-08-28,7.6,247.08359384227
57000,.873156769650073,97.23298001707646,5.958720475645646,184.7301661539243,172.7552676619697,5.675916740068224,.001027977666533904,1997-09-05,8.7,958.801261403717
50697,.0001412638801881755,44.52128166931075,5.743810552235624,312.5319499633609,77.71448233993276,334.0400554242239,.003317818210783747,1997-09-05,9.5,297.070611091356
57000,.02789067829517978,41.22294223791862,12.75831642044533,163.7996007306655,15.09694080405991,187.6071844870147,.00372387929321368,1997-09-06,7.2,264.677291007725
50723,2.068122439870338E-5,41.36034247994576,12.44709770948913,318.4775683642891,78.20141962314499,321.933372144468,.003705338462393877,1997-09-06,7.5,266.001687395321
57000,.05496581877675361,41.50622320530752,30.0566910831469,163.9478268758062,69.35547056765925,127.8756599798435,.003685821067550737,1997-09-07,8.3,267.410236499222
57000,.3623762398137992,47.92249521950104,11.81015002631352,9.495206438636091,341.9721917276206,27.99615421905757,.002970947242781789,1997-09-07,8.5,331.754892572473
50746,.1864598340849843,39.31754238168764,8.986348850899027,239.9242831195837,117.4108335717859,.3935464714512188,.003997831894984771,1997-10-05,8.5,246.540202104048
50748,8.392991116574908E-5,44.89483905571043,1.214576673270507,239.3553382364713,184.0956872477327,1.910779487742174,.003276494516131619,1997-10-26,9.0,300.817315125933
50748,8.248353211384836E-5,43.31045467271338,.552918832641947,59.94181432518515,3.552209532664826,1.896790624660974,.003457920142642414,1997-10-26,8.5,285.034426102847
57000,.1299130054972144,47.50747155598051,24.33298092458305,297.4107993216403,293.228355614586,292.6022119780332,.003009963286505849,1997-12-29,3.5,327.454586501529
57000,.3836044102694844,33.44726709831627,14.22349997113817,132.6930177364763,283.1710335549346,69.03264173314025,.005095222062808319,1998-01-22,7.2,193.441281109603
57000,.02139996257378437,41.96720384639343,9.866286073501749,228.88164034,216.0728664883507,101.7341678036716,.003625258857464056,1998-03-23,6.7,271.877491268864
57000,.04879122345116927,38.07631732433519,24.95878858939154,37.31392568935373,305.3652511834981,224.0214612772974,.00419490053346005,1998-04-21,8.8,234.958201155389
57000,.08901104995647445,41.4962864238855,16.72229724698045,123.3089448228942,225.6456793571666,219.8737187234725,.003687145067622669,1998-04-22,8.2,267.314213379473
57000,.2281963156316262,39.31329013473403,5.940749056610989,50.22763068470758,180.2773849709792,23.84777298554588,.003998480539302641,1998-04-28,7.6,246.500207686257
57000,.1903855240947704,39.40812841403298,8.779428446534453,194.765687128811,33.98303932478222,.7031135209439663,.003984055313217449,1998-04-28,8.4,247.392720702862
57000,.08532644729628187,43.95326297438628,1.513002478817505,55.94214692285956,250.889776271769,312.8778828253192,.003382341012545397,1998-04-28,7.4,291.403581043952
57000,.05090429108574529,43.30784541083806,2.39085715477712,50.412761327,125.5417125789829,70.43983913411572,.003458232652593341,1998-04-28,7.5,285.008668409984
50962,.1224390239440222,45.50564283716601,6.62501982095282,194.7053785403775,359.6784070539902,.1024864018781705,.00321074779640161,1998-04-28,8.6,306.977173502129
57000,.2852011314579688,39.38372403053432,11.94466547534067,228.8720214756851,345.5933712310228,32.40112743331191,.003987759005921933,1998-04-28,8.8,247.162950896449
57000,.05712477664367985,44.3371348665957,.543738972241411,63.9267962493803,248.3204551410204,312.7395918490377,.00333850965480199,1998-04-29,7.9,295.22942428813
57000,.09168039217949898,40.82048642075555,27.97423990944735,16.30317019146525,132.4400176303565,63.57080221154881,.003779086308448709,1998-04-29,8.1,260.810736490469
57000,.0527034088832089,43.23548651085223,.7932748432402626,336.7334924752897,120.5844852726431,229.998024282975,.00346691782996177,1998-05-20,6.5,284.294676628787
57000,.03296408267169186,43.33896205029043,1.190036383259883,101.941634057479,338.080589376028,246.748638488755,.003454508892635513,1998-05-20,6.7,285.315891202006
57000,.04992474364267488,44.18064332243404,2.057005651913039,122.9458300049077,358.9056587687621,202.3329614864199,.003356263274649793,1998-05-20,7.3,293.667749729914
57000,.03055826174372668,43.59886089795194,1.18383126225483,102.6672773267782,194.8002357091866,26.12594279971535,.003423665763319367,1998-05-20,7.7,287.886245768324
50959,.05060999239018728,43.07607863004272,5.093480574002847,200.6368448497941,357.0057160209662,.09501034492673494,.00348618020306464,1998-05-20,8.9,282.723848440511
50959,.0001423034713849091,42.05758090566525,2.83849966171925,19.29799554462965,28.68636817417961,149.9621980190787,.003613579720829332,1998-05-20,9.0,272.756202855088
50959,.211744864155485,39.50235767763014,6.238412186223765,16.2598618460122,182.2404344488965,.0353741864753034,.003969808418147266,1998-05-20,9.8,248.280566604157
50959,.0001472399732221198,45.19504303999479,3.505396432208225,199.6566527198337,208.519070308942,149.8966058121361,.003243903060306086,1998-05-20,8.9,303.839623146616
57000,.04443479890990851,37.8486894550172,4.608880482312971,192.1090026734884,266.6111068965075,283.28871446684,.004232800545655986,1998-09-15,5.6,232.85441228245
57000,.3607191414022406,57.1584408746915,20.2801650064888,172.4701015143893,143.9992996601891,59.54021372222832,.002280780614435957,1998-09-19,5.8,432.144274258182
57000,.1318361699967286,39.38678980633625,10.60607869040294,223.8578783141835,142.4412388979838,56.59668101073413,.003987293418200055,1998-10-22,8.0,247.191811585436
57000,.4272546875799753,55.20038174948916,9.467846008033447,20.78146229264551,309.8446076672795,42.10256687815136,.002403205737137034,1998-10-22,7.4,410.129797934714
57000,.223784512323619,39.64857728700318,8.765048990150897,53.89333543760114,19.40504446532904,359.7266661221295,.003947868349623538,1998-10-22,8.3,249.660372656941
57000,.1316658848112448,36.565008823406,9.575930694134637,231.3167285382459,278.0021170367225,288.645312954189,.004457645729606694,1998-10-22,7.0,221.109155629225
57000,.2565505483555958,39.50050842641036,3.034266668530528,127.9949635614382,324.6186892538972,1.236534617783625,.003970087196545528,1998-11-14,6.5,248.263132413105
57000,.1211771407699472,45.44498301341822,1.978450071285137,63.67206749495013,105.6164066833144,296.8563172436311,.003217178485570806,1998-11-18,7.0,306.363569129949
57000,.1864018445519903,46.18824448336413,28.6903320144515,41.61260058049281,41.90473243666846,351.4697426844697,.003139835460537308,1998-11-18,7.2,313.910170056774
57000,.1868730651261296,39.3764237753367,6.575050850327083,237.1581829613402,142.8803863805488,43.59649931197096,.003988868032779026,1998-11-18,8.3,247.094232064849
51145,.1796035878223665,39.47836173534242,4.511889567634602,80.30260300086589,355.9587669870518,.04336154312400656,.003973428392354293,1998-11-18,8.1,248.054371701805
57000,.2026184377273895,39.50654647718551,6.745962502204156,16.03708893345555,29.26423055277568,18.78822802842284,.003969177068696325,1998-11-18,8.3,248.320058870864
57000,.1110811721601393,45.66923497557291,2.974666908784537,37.54833529712559,43.72001615620124,8.100254111635019,.003193511386421429,1998-11-18,6.6,308.634028223092
57000,.132469164450276,45.86076598516374,2.225055929949708,88.33409906416367,35.05201275842151,341.4816056698598,.003173526415255746,1998-11-18,6.7,310.57762072799
57000,.2256050884435709,39.58988858939609,13.92926570161683,233.976302812092,147.3554852171092,40.61138988960721,.003956650179000632,1998-11-18,7.9,249.106248664244
57000,.03663352682113488,39.06792872100015,1.518470111549287,183.73268729,162.7728374686623,77.55881000764519,.004036207581876036,1998-11-18,7.4,244.196132972288
57000,.03966572459121176,43.43446276736957,.9233933695632607,60.7946281134699,172.0980425026629,201.0936547949341,.003443121851882376,1998-11-18,6.6,286.259483622024
57000,.04526352228549109,43.42361151771587,1.909714608287503,102.6267135903174,13.93048880373235,342.4816791508282,.003444412549760838,1998-11-18,6.8,286.152215836048
57000,.08283917190609871,44.76352579065019,6.794733295270969,237.0905583202673,51.82578585086611,135.202910379568,.003290922420180883,1998-11-18,6.7,299.498486297766
57000,.2692176939918104,39.29997550434047,5.723525383479047,58.54223842463022,274.3091286549264,64.28659961639892,.004000512708488262,1998-11-19,7.8,246.374991204568
57000,.1697620006941239,39.69164871741008,14.60470075593849,50.57304965480645,353.7501593353804,31.90044971721726,.003941444043598284,1998-11-19,8.1,250.067303370301
57000,.02021585313979916,42.6277053116938,1.046615695384676,136.3324931082901,223.8780693299464,68.4198922506781,.003541327905736437,1998-11-19,7.2,278.321101463376
57000,.4258973139926546,64.89445333982148,6.665082084144237,47.36898203016435,89.54631435129605,348.1621749707752,.001885353130295962,1998-12-12,6.2,522.780728728964
57000,.1412264192329601,43.89939483955195,25.41648144442632,118.976199010426,142.9083132366219,247.3870345910187,.003388568534062889,1999-02-10,5.1,290.868038659909
57000,.07491724786529912,44.99154444938443,.4549454260785468,190.4199364560554,61.63133652690577,302.5349388940383,.003265936386642515,1999-02-10,7.2,301.789798294513
57000,.1340823206885226,47.1847545824555,8.731185220359993,168.0736887857274,350.6180633770457,23.31333059513639,.003040895690235775,1999-02-10,7.0,324.123673999201
51432,.01647366835419809,43.1467834921981,7.955397740366438,174.6269911689461,206.1442450128305,153.2127645623645,.003477614481749075,1999-02-10,7.9,283.420226290245
57000,.6219237814722083,91.51746085430554,25.55097361270838,163.075044365609,15.12557966436243,3.766984075971173,.001125766006663358,1999-02-10,8.7,875.516117500155
51505,.08145579556993439,44.24290081241838,3.031001190240948,122.8133778505649,207.9567035326052,153.3348384523539,.003349181494365999,1999-02-10,7.7,294.288704576201
51251,5.572189964284821E-5,43.45282333045638,.8187115962042012,154.4702912691228,154.7486779271267,217.4109037011351,.003440939796517655,1999-02-10,7.8,286.44101369197
51249,6.984338726339595E-5,45.15063570040751,.2832403358560677,24.84955626470292,284.3496916424857,217.2668158570027,.003248689986906982,1999-02-10,7.7,303.39191715426
51243,.02724128679949844,43.6623197427902,1.783538668751429,175.7138196092776,175.7745253969684,180.0457554970089,.003416204538819826,1999-02-10,7.1,288.515009030476
57000,.07537300404306563,41.07947247032913,17.05438792791213,127.6824138350302,317.6558084513695,58.31815095663097,.003743404749790721,1999-02-10,8.3,263.296744340205
57000,.6830606323697731,118.4375219543634,27.71484400853747,345.1395133321187,236.3105696931282,355.3940068695057,.0007646630516275351,1999-02-10,7.9,1288.96810336228
51241,.02654789155330528,43.99348605394253,2.396480074545716,166.3814901227707,183.8764994619114,180.0685585159642,.003377703380409011,1999-02-10,7.3,291.803682077082
57000,.2946935900982424,53.26748080652251,5.46710978018299,305.5795927768144,148.8355075150211,29.90331315802173,.002535191889489425,1999-02-10,7.4,388.777783430846
57000,.2717237647585348,39.48294054498452,1.4744777755908,171.5567618061908,34.47699302271494,4.055173817507121,.003972737218729695,1999-02-10,8.7,248.097528001793
