full_name,epoch_mjd,a,e,i,om,w,ma,n,first_obs,H,per_y
"       (1995 DB2)",57000,46.73781545240431,.1401858683108531,4.097790789928355,128.5831106524469,3.440337042888879,19.84293662885612,.003084618506079561,1995-03-30,7.6,319.529394453466
"       (1999 CQ153)",51235,44.33420032469957,.0001117150911417613,.207742709175273,181.1636744738105,303.0553338732365,33.13731357673512,.003338841131128335,1999-02-11,7.6,295.200114248764
"       (1999 OK4)",57000,43.11482889394136,.1601564144871928,30.05342545455152,122.4215440029044,64.79928295343564,118.2627979455963,.003481481354152691,1999-07-19,7.6,283.105432172402
"       (1999 ON4)",57000,42.47280076808746,.03729693446514256,3.192187073314054,133.1010693419428,186.7907077339203,15.68108556819926,.00356071917425193,1999-07-19,7.6,276.80539664424
"       (1999 RK215)",57000,39.35059502949283,.1392993956934893,11.47104331316049,137.6454263557741,94.16686297368773,147.0450148104263,.003992795966887465,1999-09-07,7.6,246.851151809765
"       (1999 RX215)",57000,46.7499821671065,.13874879140565,.8914438822585907,99.2585676833597,185.34860452,46.41267197227687,.003083414423328009,1999-09-08,7.6,319.654171658101
"       (2000 FR53)",57000,44.5947944915613,.08844051508774152,2.506891245894011,39.43531656729311,89.64487799413428,85.79300177303585,.003309617647029535,2000-03-31,7.6,297.80669203652
"       (2000 GV146)",57000,44.13071654510858,.07014483355549576,3.677974119824146,99.85095627629504,65.16939784683353,52.83299867124305,.003361960489896201,2000-04-02,7.6,293.170097129246
"       (2000 OP67)",57000,43.5148790832435,.1878592457530603,.7536890075190268,182.5770390145196,76.96425773459461,63.6972348317021,.003433581831795918,2000-07-31,7.6,287.054840004215
"       (2000 PX29)",57000,42.4370849813747,.0564295965621851,6.418526770606637,135.3559433003271,273.8852235188028,281.6396400656945,.00356521526443387,2000-07-31,7.6,276.456317574997
"       (2000 PC30)",57000,42.90715245849248,.03210777484196113,1.251289924174864,71.74592243652616,122.2171050748507,138.3939533644113,.003506788177343398,1999-07-20,7.6,281.062394853352
"       (2000 QJ252)",51762,43.2365251944986,.1234191451938997,11.64336405743518,344.3250520332177,351.6861699808736,.01630287117959322,.003466792900545847,2000-08-01,7.6,284.304921477245
"       (2000 WW12)",52030,54.03893034844818,.4295381620225214,2.493195742815212,161.6507901427444,328.3144343851716,328.7405024452201,.002481098224456357,2000-11-24,7.6,397.254035995903
"       (2000 WX12)",51881,43.77168458612169,.1375501946831876,11.8127564630871,70.48648434649358,345.8421667133592,.02938564988743106,.003403409307957668,2000-11-24,7.6,289.599690834428
"       (2000 WL183)",57000,43.68525871254787,.06270423897831986,4.293065718527131,93.69024320235964,199.6162477101332,142.2740968745867,.003413514137292391,2000-11-26,7.6,288.742405546139
"       (2000 WO183)",57000,43.97311465937652,.06114746604093387,2.439649550340473,120.5133325925253,271.2254077096155,46.23605737439689,.003380050831712848,2000-11-26,7.6,291.601023901788
"       (2000 YQ142)",51901,39.50998675635731,.2828513217217353,23.75677051920704,33.60651962205906,90.55427097012304,307.8548151205969,.003968658663816979,2000-12-22,7.6,248.35249560606
"       (2001 FJ194)",51995,66.01918559748262,.4396642432506369,10.36977807319361,5.699393505278199,175.1097791481887,.009335746491495881,.001837379345083184,2001-03-22,7.6,536.430479642152
"       (2001 FM194)",57000,54.32038035636276,.3681819468512806,28.65354832718485,181.7417322318187,43.88896685171103,352.5472107002914,.002461840264657273,2001-03-22,7.6,400.361590277577
"       (2001 KW76)",57000,45.93763467070403,.2140666088941003,10.46274853160969,61.83064019602605,241.489589724557,330.785510079138,.003165564227145298,2001-05-22,7.6,311.358801352261
"       (2001 ON108)",52143,43.70329469703962,2.232695081361643E-5,1.154912202123627,201.4339887608294,311.0789294249615,153.8036061644665,.003411401262184924,2001-07-25,7.6,288.921240164016
"       (2001 UC17)",52200,39.5997382,0.1454097,2.96206,143.81222,240.03162,.004059999999998665,.003955174069237229,2001-10-17,7.6,249.19921756001
"       (2001 XP254)",57000,42.56580719024321,.2237186220685513,2.600772941287492,304.9348538459109,181.310067573116,359.8127110535901,.003549055277633541,2001-12-10,7.6,277.715111843724
"       (2002 GL32)",57000,39.57218818660386,.1286137270800894,7.068391905971473,11.04292016811791,191.9652492162984,16.01353001589808,.003959305154729162,2002-03-18,7.6,248.939206464115
"       (2002 GO32)",52371,39.2903072081942,.08519506744514914,12.63933333713616,216.9593316689353,5.250542379813907,.01659917582495175,.00400198942846075,2002-04-06,7.6,246.284079702492
"       (2002 PC171)",57000,44.53840552924122,.05596578031207345,3.58513376567149,336.7515796529881,306.6493602034478,56.24905949915414,.003315904972340595,2002-08-05,7.6,297.242017364519
"       (2002 XD91)",52613,39.46752710446517,.215516516398966,7.014162778483086,274.9248068156392,97.74958939345132,48.48953031156558,.00397506468378948,2002-12-04,7.6,247.952262861782
"       (2002 XG91)",52613,39.50161000053712,.2241494456393283,14.95552497245219,93.78473707038837,265.5469377267923,69.52169531091735,.003969921128067048,2002-12-04,7.6,248.273517677531
"       (2003 FA130)",57000,42.75412227781119,.03416022271797998,.2882295371738876,303.6975418178305,277.2767124707487,347.9778345366672,.00352563282848962,2003-03-24,7.6,279.560104898898
"       (2003 LE7)",52792,39.33943308408231,.2062232896878067,19.36559777603971,231.3074286241182,.987684533128475,.004814446873685362,.003994495427007885,2003-06-01,7.6,246.746128861099
